File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
e2b3728b-9827-4a13-b52c-caabd58f902e	b4b81763-61bc-469b-a048-eba733193262.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-B6-A401	TCGA-B6-A401-01A	Primary Tumor
958813f4-8036-42f7-856d-7a69c4175adc	269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E9-A1RH	TCGA-E9-A1RH-11A	Solid Tissue Normal
a25f8ce5-b3f3-4d2d-b862-b703650066fb	8668654e-c441-4279-80e3-345787c28922.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A0CR	TCGA-A2-A0CR-01A	Primary Tumor
06598222-e18b-45b1-9e4b-407aa120442c	a5ecc76e-a696-4e90-8bb4-7a9965e2f8a8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A1JK	TCGA-D8-A1JK-01A	Primary Tumor
bdf5a2b7-f9cb-4668-9687-1db0541bdfe4	47750d31-987c-48bc-b5a2-4872eecb0ed0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A8FY	TCGA-BH-A8FY-01A	Primary Tumor
89409cf3-e710-47fd-af3c-6f8f0dec7c90	e6bad6ec-c178-4684-99e8-2504781a022b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A7-A26E	TCGA-A7-A26E-01A	Primary Tumor
c4a9a1df-4397-409e-85ec-30e0789377c2	18e5bf73-efdd-4c75-957c-68a94f6cb396.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A42V	TCGA-BH-A42V-01A	Primary Tumor
26702590-872f-4e36-a631-ee6cb3f61ec4	09cf8de3-bb0f-434d-8cb3-9f5eeb264b6b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A27L	TCGA-D8-A27L-01A	Primary Tumor
a835cfe4-9359-4178-9c9a-44ecb4173e47	bd5e632d-9a7d-454f-838e-10b76665a4d3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-EW-A1IW	TCGA-EW-A1IW-01A	Primary Tumor
4376b78e-bfec-4142-8407-b967883d7b6b	eba8b055-6de2-48e7-bed8-40de705ad1d1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E9-A1RD	TCGA-E9-A1RD-11A	Solid Tissue Normal
64f43094-8e51-440d-b142-2b1eeba34e9f	2e1410fb-4799-4a85-97e2-0d05c9255977.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A1FE	TCGA-BH-A1FE-06A	Metastatic
8256e097-4476-4906-a5c5-c9da288a363a	1a112735-ff30-4c94-953f-444ccad2afe2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-B6-A0RP	TCGA-B6-A0RP-01A	Primary Tumor
121a48ed-798d-4102-bb8f-e736570e18d6	f988afae-48f8-4ecc-bb84-87924b454bf0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A8-A0A1	TCGA-A8-A0A1-01A	Primary Tumor
0d140db1-dc0d-431d-b389-846d05bbb827	d0ee5ff7-a49a-4633-93a6-40c9e29fb0b7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E9-A1RH	TCGA-E9-A1RH-01A	Primary Tumor
195c9f03-31c3-465a-ac58-3949246b173b	8f08cee9-a91f-4305-bf8d-efeee9cd386c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A1FE	TCGA-BH-A1FE-01A	Primary Tumor
06227b3b-56d0-4657-bb37-8f56a3dc15f7	3574e83f-a983-425b-9082-63d5a32c01d6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-LL-A6FP	TCGA-LL-A6FP-01A	Primary Tumor
9b47ed32-440b-4e50-93f9-5aeb56f03397	990f1383-2ef6-426a-a650-e182010a8281.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AR-A24K	TCGA-AR-A24K-01A	Primary Tumor
18340589-696e-4f56-80c2-dc7d7428c471	2b00c53b-e257-4305-a0cc-3dfa9ac10d12.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-HN-A2OB	TCGA-HN-A2OB-01A	Primary Tumor
19264a73-b106-4b24-be01-0a9a137c6de9	2966096f-4a35-4dca-ab38-ac86074fa29e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A1J8	TCGA-D8-A1J8-01A	Primary Tumor
4004cdd0-51fa-4330-bd03-5448f6c7b787	bce4dcd7-d9e8-408a-8ab0-f993f9297a68.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-B6-A0I5	TCGA-B6-A0I5-01A	Primary Tumor
4f89dad8-a12e-47d2-a7d9-c1b90f1bd61b	99f6995f-acee-4d0d-889f-91b0631d15fe.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A1JN	TCGA-D8-A1JN-01A	Primary Tumor
be10214b-9a03-4556-b28b-5775028c782b	825c4fa0-4d98-402e-9c1b-9ee0a1a6ce15.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AC-A3W7	TCGA-AC-A3W7-01A	Primary Tumor
8603da6b-3bb9-4fff-b409-c5af2afd53b3	3d31d7a9-76b8-41f4-a037-0dfe6a4ecb0c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A8-A08T	TCGA-A8-A08T-01A	Primary Tumor
61f32a8d-4649-4ea8-8374-00ab281464bf	0d9db3d9-8f0a-41f8-bf2b-5de447d676b8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AR-A5QP	TCGA-AR-A5QP-01A	Primary Tumor
f8e5691a-e24d-4dba-873e-9ffa3ca12bb6	80de2366-cd3c-4b51-9957-06ac3e152cf0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0W3	TCGA-BH-A0W3-01A	Primary Tumor
2b519fff-dd2a-458e-ac2b-573167aeb7f2	a02fb212-a6cc-40b2-9d31-481fc1ce0911.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A7-A26E	TCGA-A7-A26E-01A	Primary Tumor
d67b8114-b70f-4e69-bae5-4f2f982c4b1b	f337af94-788c-4de9-ab62-8627dc88695d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-LD-A66U	TCGA-LD-A66U-01A	Primary Tumor
d880fcce-ad8a-4402-911c-11129d2225df	d12c28eb-32c5-4523-af42-9ad130014a40.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A27T	TCGA-D8-A27T-01A	Primary Tumor
f6392b6f-24d9-4768-8269-c7c647f8ff8c	0e062eef-29b8-4622-afd9-0d3f0d1c37d6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A0YH	TCGA-A2-A0YH-01A	Primary Tumor
da8c5f1e-a4e3-46bd-adb3-ce758e654983	c36f7911-13d2-4230-a5f5-e9c562d763bc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AQ-A54O	TCGA-AQ-A54O-01A	Primary Tumor
7f1cbb4f-aecf-42be-91cc-fb35d03447df	ca34cd1c-026e-4641-a9dd-ac1a9b4f243b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AO-A0JE	TCGA-AO-A0JE-01A	Primary Tumor
a6f9b537-d843-4181-9ba8-712c44986581	f3d3848c-9ff7-4e84-a35c-f6b6e3a57605.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A1Y1	TCGA-D8-A1Y1-01A	Primary Tumor
fa48dda4-5b65-44fa-b0c3-b02d53d928c5	7830107d-bc45-4391-b95c-787a246cf059.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AQ-A7U7	TCGA-AQ-A7U7-01A	Primary Tumor
c1d62c39-f3ab-47d3-b654-8b6285cd97a3	5a3d1b74-f904-44ef-94a0-b38291e30be6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0HF	TCGA-BH-A0HF-01A	Primary Tumor
ce53c8d2-5655-4fde-b134-1ef5a269e569	078420d8-5079-4a98-81d7-3a4b84e9d0ad.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AC-A3OD	TCGA-AC-A3OD-01B	Primary Tumor
28b84c2b-6524-46ee-9d1e-24e7d6379af4	b55e91d5-8675-4f6e-b9f0-cef4c82b7323.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-EW-A1PE	TCGA-EW-A1PE-01A	Primary Tumor
fb32f0b1-4fb7-43d5-8091-dc13a1f6d9e8	1d468785-141d-40ca-acb1-d6d85a8c9d7b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A8-A06R	TCGA-A8-A06R-01A	Primary Tumor
c9ff3787-de6e-4535-be34-6425ccf9079f	81395cc8-c7d5-4ea7-957a-b5cb8d6bfd1a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E2-A1IN	TCGA-E2-A1IN-01A	Primary Tumor
7b4d770a-2b8c-4ca5-bf51-c4745c5de39a	ae8996bd-b0b7-4f9b-91fa-606f95d49f8c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-3C-AALK	TCGA-3C-AALK-01A	Primary Tumor
88a16056-cc45-4fee-99e0-f7fc7e1971df	fdadb011-0da3-458f-8b4e-d09e4c847a5b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0B0	TCGA-BH-A0B0-01A	Primary Tumor
bbff7857-30a2-41ad-b2f7-5a6ffc59fe0c	0db633a3-b1da-4caf-8e2c-89c0bc422869.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-GM-A2DI	TCGA-GM-A2DI-01A	Primary Tumor
0019c951-16c5-48d0-85c8-58d96b12d330	ba295155-272e-43eb-9d6a-e4c9c392e68b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A1XO	TCGA-D8-A1XO-01A	Primary Tumor
798e4669-4ca3-4af1-b713-be2b1f30e4dc	09c3168a-9886-4095-a5ef-8bdcd0988dea.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-GM-A3NW	TCGA-GM-A3NW-01A	Primary Tumor
6d488c27-ae90-41d4-8ddb-01a8eb731f0e	619785ac-0041-4b26-a887-d8ca021eaab1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A0YI	TCGA-A2-A0YI-01A	Primary Tumor
3173d46f-7344-41e4-bd4c-027fe5b5ec06	876216c7-72a1-4b1e-bd2b-fcb125ca91ae.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0DE	TCGA-BH-A0DE-01A	Primary Tumor
4c75e72b-db9f-425b-9f14-946ee801071e	b3d432d6-0b86-4407-98e2-99c1971283a8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A0YC	TCGA-A2-A0YC-01A	Primary Tumor
5645320f-820e-45b7-b4cf-ea05085f53e3	bb06ad3a-4d73-4f88-8f3c-954dce2b38ef.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AR-A24M	TCGA-AR-A24M-01A	Primary Tumor
57044315-cc7f-4677-90fa-2e959740bd9c	857c6778-f94c-4b61-9df0-7ee340fb88bf.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-EW-A1OV	TCGA-EW-A1OV-01A	Primary Tumor
1ca86ab0-2f8a-4cd3-81b8-d19e8579b1d6	b9bfdf3b-d23e-433b-892f-1b61e24abdfa.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A25A	TCGA-A2-A25A-01A	Primary Tumor
e18e1661-70dd-4b36-ae6c-c0265fbe01bb	7647345c-1654-490f-9a18-b43005225bce.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-C8-A12N	TCGA-C8-A12N-01A	Primary Tumor
aa2ab118-b3cc-4452-a29c-104f80f16f8d	752ec80f-0c1d-4c66-9927-a32f2f9dfb2a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E2-A153	TCGA-E2-A153-01A	Primary Tumor
